ID,distanza totale percorsa (Km),tempo totale di percorrenza(s),tempo totale di attesa(s),velocità media(Km/h),emissioni totali di CO2(Kg),emissioni totali di CO(Kg),emissioni totali di HC(Kg),emissioni totali di PMx(Kg),emissioni totali di NOx(Kg),consumo totale di carburante(Kg),emissione totale di rumore(dBA)
Semaforo a ciclo fisso 1,,,,,,,,,,,
vehicle308,0.1894549116811426,79.5,62.5,2.925638509438643,0.14994893509907462,2.598916470314088e-05,1.409580594837556e-05,3.363557214468273e-05,0.0009772840126087373,0.04818621617372765,45930.91699633293
vehicle23,0.2662113814774204,74.9,48.9,3.983522722337243,0.13816423610625064,0.00021814376122751374,3.384664378275015e-06,5.089535187904607e-06,4.2160053206110466e-05,0.04479355939240349,43829.601488352586
vehicle99,0.19233072460451278,61.69999999999999,35.7,2.909246879111001,0.10992404213017236,3.305689088529736e-05,7.486380435608976e-06,3.955556312052497e-06,0.00038373987766588004,0.03532809688420692,35797.45675248802
vehicle96,0.2678409227581723,56.599999999999994,24.4,3.9387091176200855,0.1210458152976291,5.734457888279994e-05,1.3410479835715326e-05,4.352462878615462e-06,0.0002530965604415628,0.03890102507759524,33652.56597929384
vehicle49,0.26583776572929824,47.0,14.7,3.896174417976018,0.0729475729824639,0.0004103097557819575,2.7165980133839302e-06,4.620464005496484e-06,2.368462810472776e-05,0.02364839728626725,19415.3726319027
vehicle301,0.19233659058185246,15.400000000000006,0.0,2.8287210832581713,0.048891070820025154,5.832505148873334e-06,4.11926237829611e-06,1.4480334716098215e-05,0.00039161909662589804,0.015714985529276065,9932.512387117793
vehicle142,0.19121323483463312,16.80000000000001,0.0,2.7799993193887094,0.05564398707868909,1.9141137818116255e-05,5.581592904449626e-06,3.14754710379505e-06,0.00011755769016126779,0.017882993952145973,10760.916788009534
vehicle275,0.19221579674626404,16.099999999999994,0.0,2.7595053288826055,0.07394473812308121,3.450680049886878e-05,9.572244013342912e-06,2.3016340646454113e-05,0.00033313767348104085,0.02376250150258144,10370.661899087665
vehicle239,0.2658847391341904,19.600000000000023,0.0,3.6386261953161956,0.05603997492209368,8.725337972468315e-06,1.8222437530047645e-06,5.70414313420183e-06,0.0003209317622093619,0.018009013994931874,12779.776043697659
vehicle73,0.26634628670999927,19.099999999999994,0.0,3.5058973591929923,0.05866676766053952,3.1244382021357644e-05,7.198284575798098e-06,2.588729906891302e-05,0.00022798271017160991,0.018853276293955903,12472.060869534575
vehicle95,0.26776709766586576,86.5,65.5,2.7439153023470157,0.1852963558891983,5.0309416425994106e-05,1.1813022938913935e-05,6.91034715589662e-06,0.0007438880747790117,0.05955144516930523,50486.670737750654
vehicle271,0.26806859682136347,78.39999999999998,54.0,2.7209696390253315,0.16456419342496909,8.947341482998673e-05,1.8969393362582606e-05,6.475303804249789e-06,0.00038700482764380677,0.052885584678607475,45972.386446366414
