VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocita media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle0;762.0453885213392;71.0;3.0;10.733033641145623;192.58124741501845;2.027777525939228;0.011473855727170959;0.015728024200503506;0.02377512597364368;62.4394881712768;0.0;4504.050330428336
vehicle1;601.6145630907232;41.0;0.0;14.673525929042029;168.9566848094339;0.39471651672700775;0.04653233905189073;0.017039149585311535;0.3317581240711411;54.374604762857494;0.0;2748.4862908493997
vehicle2;759.1303470011451;111.0;34.0;6.839012135145452;247.6862999437423;0.07165065976136435;0.026104912750068397;0.06655538360766954;1.2775135016533554;79.59972978991244;0.0;4593.34410771277
vehicle3;738.0216054833028;111.0;32.0;6.6488432926423675;299.91234096508816;0.12222997315166194;0.022992233309341373;0.10950004195464672;1.101031953367643;96.38551389440897;0.0;4850.790237623724
vehicle4;922.1011237151716;131.0;29.0;7.0389398756883335;289.2551807165183;1.82081860557587;0.012032740850772914;0.017775572941019363;0.09386621082553996;93.77177359754714;0.0;6309.361477139071
vehicle5;1521.5907505924406;222.0;77.0;6.854012390056039;442.7213313429479;3.1909814777148537;0.2852051318910492;0.04837726826532358;0.7221053293500695;143.53093318340652;0.0;9011.196824184277
vehicle6;1385.3309393007846;226.0;78.0;6.129782917260109;424.84956891375765;2.5937380718155527;0.01718896295228266;0.02951863838202248;0.13838017852501752;137.7292949329704;0.0;9001.563608435355
vehicle7;1068.441127036576;189.0;85.0;5.65312765627818;299.767786758012;3.390841018786799;0.07994458628050118;0.038778140444422994;0.18508749463547497;97.18790852884652;0.0;6506.788965543788
vehicle8;1219.7912579276879;113.0;15.0;10.794612902014936;243.4305594561158;2.8904513677854355;0.027773713216716518;0.029098467992012;0.055693012029124925;78.9127117853003;0.0;6286.418670578082
vehicle9;751.075957867683;74.0;5.0;10.149675106320041;218.9359423556181;1.7565929067672712;0.1405915128941446;0.023200846719819052;0.3576702750247346;70.9780367848052;0.0;4342.46267200265
vehicle10;1070.0105422868114;145.0;40.0;7.379383050253872;300.4785891921055;0.10663629952776515;0.04097216747994002;0.089480205270514;1.6162379007725614;96.56339236055825;0.0;8794.455712201909
vehicle11;1551.6895497135079;215.0;61.0;7.217160696341897;334.0602543575436;1.3668523961194918;0.009154838006397955;0.035010343489715344;0.11508078476545758;108.29839043266243;0.0;9614.86639493307
vehicle12;899.4754384837753;153.0;64.0;5.878924434534479;226.21252462452648;0.7919372826592974;0.007328991013379169;0.01641686094750789;0.06847542734580855;73.23114302638045;0.0;5554.082570565475
vehicle13;1703.6620987161405;243.0;92.0;7.010955138749549;573.4005468716427;6.499347697901142;0.03650771499382562;0.02826217481278479;0.0834198039078198;185.61790627747834;0.0;14822.284310954115
vehicle14;134.26705826565475;11.0;0.0;12.206096205968613;31.01874031016639;0.21404581909025547;0.001427358287816535;0.0032991124837160857;0.011074520360138689;10.055865086096844;0.0;715.6047906956528
vehicle15;758.103981278852;52.0;0.0;14.578922716901;0.0;0.0;0.0;0.016649175212038188;0.0;0.0;205.462054969699;3427.187248096842
vehicle16;1396.7661780772423;141.0;26.0;9.906143106930797;448.12437075679964;2.1747089986230668;0.018360613357198234;0.023927276972124222;0.12093277182244248;145.06376608136097;0.0;8933.607273547044
vehicle17;1242.2252716343894;174.0;41.0;7.139225699048215;265.28885848672553;0.6478901124688853;0.007084578102398715;0.024673332119301797;0.0805658635268521;86.0033793545062;0.0;8059.452760096781
vehicle18;1077.9286568679956;111.0;11.0;9.711068980792753;234.99788527203557;2.281919703438634;0.012926142602833387;0.01902588954965192;0.03424206407980545;76.07106147261051;0.0;6933.829028275002
vehicle19;277.8889072736118;22.0;0.0;12.631313966982354;64.24284035957803;1.0029953906474645;0.008783475247199836;0.006325383127785481;0.013660820375300767;20.824553449399936;0.0;1430.9923993792393
vehicle20;1871.7426419557346;177.0;28.0;10.574817186190591;492.57950722493143;3.764490879046816;0.32447915178215925;0.05634690094040967;0.8331142227286435;159.69870451166685;0.0;11143.135518515466
vehicle21;914.3838896628088;199.0;109.0;4.594893917903562;501.02325328847934;2.4112518070887714;0.01596403800531111;0.02188815447729853;0.17985905216732484;162.4255078261865;0.0;11822.069033799471
vehicle22;730.6062445766948;114.0;41.0;6.408826706813112;297.78129854983297;2.9008261489162668;0.06278440555490984;0.03068748989512029;0.21290087439219085;96.54371830238387;0.0;6891.073316469869
vehicle23;598.6150018449298;52.0;0.0;11.511826958556343;141.6753047040419;0.8227274733131406;0.0054901246436608745;0.014760354313303765;0.049404269651451546;45.92930536237492;0.0;3318.9164371392194
vehicle24;1066.650566920533;104.0;6.0;10.256255451158971;0.0;0.0;0.0;0.018074874193604814;0.0;0.0;338.8752614980282;6536.553521559709
vehicle25;1539.5087615737223;188.0;64.0;8.188876391349586;467.57332789046933;0.16187155479322496;0.04716773187703876;0.03152534252359985;1.026387589802529;150.26922950150833;0.0;7977.752062391081
vehicle26;931.9873279031693;149.0;56.0;6.254948509417244;289.72688831513153;0.11208728913942886;0.030303212239184644;0.020202172919115465;0.5886950762511652;93.11170528771721;0.0;5741.252866800417
