VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocita media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle0;758.6306925903177;115.0;46.0;6.5967886312201545;242.11572202698275;1.835949300811477;0.010416839666742901;0.015881596352469416;0.03713903249636021;78.50014584146305;0.0;6953.057403611812
vehicle1;599.5883568979282;41.0;0.0;14.624106265803126;189.95130278330345;0.44126622419941236;0.05246322152582925;0.018965070499421758;0.3853040847590846;61.13140669471427;0.0;2759.395679187943
vehicle2;762.92568064425;57.0;0.0;13.38466106393421;182.2713842891806;0.04635983537778419;0.01867771487210629;0.05472325936197779;0.9983096898496244;58.57804268789094;0.0;3716.1925957923168
vehicle3;732.2441995967085;108.0;40.0;6.780038885154709;280.3391224711414;0.11023998805098928;0.021522117939515403;0.1023502655332736;1.0437369665622813;90.09489204880468;0.0;4286.820852877698
vehicle4;913.5538538875406;121.0;30.0;7.550031850310253;258.67851167716935;1.6743925438387806;0.011074884740752074;0.01780707434192283;0.08597668109121787;83.85955619636295;0.0;5680.472124040345
vehicle5;1513.125591281665;196.0;58.0;7.720028526947271;402.0891891918369;2.863488743655889;0.259003701298931;0.047575987662067484;0.6706241158128582;130.3596822851072;0.0;8690.248687718758
vehicle6;1388.3028279533632;142.0;15.0;9.776780478544811;359.3280518882507;2.445225281489987;0.01621344981902221;0.02806965510375494;0.12196198543098392;116.48870542315123;0.0;7951.842566793899
vehicle7;1068.488473946425;150.0;42.0;7.123256492976167;334.7514759217866;3.8923529852954526;0.09034403971015087;0.04176441302634895;0.1986721294639915;108.529623175232;0.0;6694.296985202279
vehicle8;1218.3425221896618;123.0;19.0;9.905223757639527;281.6318990683151;3.4356594812813706;0.032069981853514964;0.028565964785634793;0.059957133524559926;91.29533078689757;0.0;6634.129232620456
vehicle9;761.0966778150124;84.0;14.0;9.060674735893006;209.42584020824603;1.7011739266261647;0.13405673279566035;0.022015431156872264;0.3417048741460849;67.89461361937403;0.0;4392.413923146195
vehicle10;1080.385891274236;93.0;0.0;11.617052594346623;197.43923132002323;0.059942556551350314;0.023833208364094607;0.06382210435713032;1.042531246547073;63.45183324920432;0.0;5885.197033100794
vehicle11;1559.351526697716;246.0;84.0;6.338827344299658;369.16049341019607;1.55458606685781;0.010379983041017005;0.034979858414808454;0.1231367739346268;119.67681475584281;0.0;9877.879476216736
vehicle12;906.1510827340786;100.0;12.0;9.061510827340786;208.5431026617785;0.7257195231368943;0.006792961888404306;0.016647503909625737;0.06215805333715497;67.51142887747078;0.0;5520.427366821875
vehicle13;1702.9832612165937;147.0;7.0;11.58492014433057;470.8767652673541;7.352060606424619;0.04120167788933761;0.02671848161306096;0.05443079178659395;152.43629036487607;0.0;9478.940229320335
vehicle14;133.71031041442805;11.0;0.0;12.155482764948005;32.584227845702216;0.19872994767792332;0.001332365949112989;0.003981934147687375;0.011655443848574046;10.563411774040073;0.0;715.260832483999
vehicle15;768.5958763222084;84.0;24.0;9.149950908597718;0.0;0.0;0.0;0.016967278733861703;0.0;0.0;290.18495185198697;5243.539581875984
vehicle16;1395.2571554618792;151.0;32.0;9.240113612330326;483.5789972614375;2.3639508125606987;0.019843284794980914;0.02274433436219127;0.13198823527890133;156.54034410380962;0.0;9509.013636978145
vehicle17;1250.148586501717;209.0;67.0;5.981572184218742;293.85952586553924;0.730757070266825;0.007683285501671184;0.023067937597326598;0.09068778424875551;95.26422306346896;0.0;8584.587704795471
vehicle18;1082.7424386927783;120.0;20.0;9.022853655773153;239.05359308968002;2.002265708244744;0.011408434317429886;0.020779337212045133;0.03763018941246279;77.382464769155;0.0;7435.096123494501
vehicle19;277.379999763758;33.0;7.0;8.405454538295697;84.7799713510495;0.9256690770448481;0.009078079053565228;0.007034195292366487;0.019063159362664825;27.48323670407685;0.0;2042.8261070038584
vehicle20;1864.9294686055844;265.0;93.0;7.0374696928512614;678.0051664761119;4.355468864813256;0.45238741382297315;0.05789445041835386;1.098827153892765;219.81657971259776;0.0;16091.163207561087
vehicle21;911.9748619658764;124.0;50.0;7.354635983595777;334.8310854200104;2.1653585577698324;0.014353220308926447;0.01964644016814983;0.12258509774222354;108.5478736562268;0.0;7593.334433633224
vehicle22;736.3883324119012;112.0;40.0;6.57489582510626;294.02654166714046;2.7669836391751628;0.06168431948898293;0.030441609842012298;0.21149577561397762;95.32652123472586;0.0;6781.766468962017
vehicle23;602.4162695896987;85.0;25.0;7.087250230467044;169.0550061853639;0.9093142358120466;0.006054798893944685;0.014708273355139417;0.05690321834757736;54.805222942390294;0.0;3734.8509478456062
vehicle24;1068.909186242555;110.0;16.0;9.717356238568682;0.0;0.0;0.0;0.018746502520080782;0.0;0.0;375.071593604174;6885.622464567386
vehicle25;1547.347530302104;119.0;0.0;13.002920422706756;422.8996923452766;0.14670061403406842;0.04263249742103358;0.029983586024988348;0.9392258704784371;135.9117135363136;0.0;7727.112831866828
vehicle26;928.7729384348575;130.0;48.0;7.144407218729673;274.08119514331094;0.10242900635327985;0.02839285069054225;0.02065608826416639;0.5624729166719715;88.08365412523871;0.0;5182.375465683747
vehicle27;1250.8066042010685;168.0;43.0;7.445277405958741;364.9846622127022;0.08509029014504069;0.019651590158662947;0.09408680970468293;1.2551511139862284;117.30064097451812;0.0;10200.976800251914
vehicle28;581.022087649639;71.0;17.0;8.183409685206184;174.818138959014;0.5171094917762664;0.0053106514469845965;0.012819383153195347;0.05060181113524264;56.67326308969145;0.0;4381.462868686118
vehicle29;1558.5572698613055;210.0;64.0;7.421701285053835;422.31846595064644;1.8582848426591292;0.012387867819714887;0.029440835256743153;0.15951478337054809;136.67884376560363;0.0;12774.329423263967
vehicle30;741.0682859002085;81.0;13.0;9.148991183953191;206.50436135287657;1.6808705662478587;0.13350068737416385;0.023048526548422096;0.3411570736206189;66.9483248647259;0.0;4271.635040208579
vehicle31;887.8969012517581;94.0;15.0;9.445711715444235;245.94011306117144;0.06825573756167898;0.02564635705348978;0.06849008644580584;1.2711364455082306;79.03873839754722;0.0;5039.009412713666
vehicle32;1557.3388424768443;162.0;42.0;9.613202731338545;439.5961433778821;4.699305245911016;0.02686855649719504;0.037050817208110896;0.05932422389270754;142.52816035342852;0.0;10148.920270697281
vehicle33;1393.8746886414433;163.0;74.0;8.551378457922965;513.9676755453571;5.150895310823876;0.36112572495472206;0.050771922398463475;0.875194800246535;166.6240526161311;0.0;10111.503626151203
vehicle34;1053.4628838274518;111.0;24.0;9.490656611058125;328.039470715468;2.4139705375258664;0.01605478371352136;0.024315819006233017;0.1184276408008955;106.34573384823742;0.0;6942.9249171544825
vehicle35;1228.7966875439784;110.0;12.0;11.17087897767253;308.9964211801306;2.1555939945170954;0.01440223783311404;0.02858470769610819;0.10936406297834776;100.17226859860199;0.0;6991.724480230559
