VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocità media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle0;265.574723988589;18.600000000000023;0.0;0.29904345917478353;49.69036282879856;0.5299871006277012;0.003069318999820465;0.006365258064174284;0.006612998191117246;16.11102644361557;0.0;12238.661332879281
vehicle1;206.57044017866627;16.5;0.0;0.08296062612623205;44.81072787599901;0.1909256298568137;0.0016498423750891575;0.0034462994633564074;0.012073593634562903;14.52611300159141;0.0;10687.027912621861
vehicle2;266.58247930179573;18.299999999999955;0.0;0.1847986188097487;79.00940758185907;0.011356977871526262;0.0025186902818837764;0.017019449057822836;0.32280056182125944;25.391020564612557;0.0;12240.310428774028
vehicle3;264.75530919154727;18.799999999999955;0.0;0.2035108747839679;48.86107027371966;0.007803809453719857;0.0018389445423974264;0.006297176250525032;0.28990325165101094;15.701714321909702;0.0;12264.290337142607
vehicle4;266.66144889889273;16.5;0.0;0.4389063058918342;39.301487969222;0.3240670091105362;0.002187694677114117;0.005727164296616248;0.014669904805457714;12.74105376886766;0.0;10958.561895632838
vehicle5;266.6926281685464;22.199999999999818;0.0;0.0817178650976144;73.24714489535974;0.018259511091548688;0.007021351741882893;0.01935654621639698;0.3804736508305788;23.53960242239857;0.0;14344.422034649684
vehicle6;265.62810649765277;29.200000000000045;8.0;0.17253256169374923;82.18170901792396;0.028312926229689936;0.008401390534568379;0.004968830722729252;0.1722227851306568;26.41186099709501;0.0;13837.2171852833
vehicle7;263.2183068830019;18.0;0.0;1.217749908173993;50.8720859717464;0.36229073315532856;0.0024326001795789477;0.006391025102398383;0.018355131490145785;16.49208467337483;0.0;11884.557704855859
vehicle8;265.4125707991367;18.799999999999955;0.0;0.2548247922703832;37.24113255735868;0.32668927153723304;0.0019389285214309465;0.005955137746223893;0.005574283563155572;12.07477878900912;0.0;12219.068748137612
vehicle9;265.7982689408789;25.0;1.6;0.13221735611648044;86.50579746130028;0.03164906558986819;0.008954600379783668;0.0051325832168683735;0.17367890056019805;27.80135749844116;0.0;15974.862214417682
vehicle10;203.58895582016117;14.600000000000364;0.0;0.09699454242340526;65.80847419898278;0.009705192716890547;0.002146691163204905;0.014320825632049176;0.2655934582362182;21.148715748183132;0.0;9703.442216277826
vehicle11;190.7270945008308;27.09999999999991;6.6;0.05845789551030083;56.641165881495986;0.34284635008745185;0.03625942906310537;0.005183640014007819;0.08721704930833422;18.362973900979995;0.0;12699.008000329648
vehicle12;265.54630926382526;33.69999999999982;11.3;0.10971502612315008;71.86175485325005;0.5087010495872543;0.0033877294104614117;0.005856430023600463;0.02416584398416072;23.296391366417893;0.0;14397.339732491742
vehicle13;266.5417641264522;21.0;0.0;0.13728853814254294;60.18437545934679;0.02269764438630308;0.00620109814837739;0.005101781418948686;0.12824708615421024;19.341799096432606;0.0;13599.740569899575
vehicle14;207.09686122164265;22.90000000000009;5.0;0.13338553873101328;66.42850726995871;0.5011864041284089;0.0033276180469862847;0.004650397405825518;0.022163902726730578;21.534948376224943;0.0;11616.385027619639
vehicle15;266.21360133439595;19.200000000000045;0.0;0.3718385392676579;73.89329959399713;0.024735281527891836;0.007329522115015149;0.004789632097179423;0.16973788786322103;23.747980787729706;0.0;12666.468002092242
vehicle16;205.1938139371937;16.0;0.0;0.07280861588187887;46.81985922007851;0.018103814942515457;0.004860286940903035;0.004330170268428385;0.10273073691398649;15.046688777274914;0.0;10350.984247364144
vehicle17;266.3298203500098;31.59999999999991;5.7;0.08114091109727872;73.81999804837248;0.1937908999633582;0.002058381473525534;0.005334133321688803;0.022414483547737996;23.931398662934868;0.0;19524.074674046115
vehicle18;267.24978210639455;23.59999999999991;0.0;0.16428388811798975;43.63172776280828;0.19943751401509976;0.001340272622787901;0.005363317690043828;0.016366308454713784;14.121021245784252;0.0;14900.423667763325
vehicle19;205.38577186023986;15.200000000000045;0.0;0.1376196186091673;34.34854472009569;0.3865377481591895;0.00223142288720367;0.004229823964218302;0.0049840381591389525;11.118866331488615;0.0;9882.94636894787
vehicle20;266.6846136403377;17.200000000000045;0.0;0.3335518143769022;46.56020782489503;0.7240544001090844;0.0065592942076824244;0.006002579740829371;0.011307539816905634;15.0929180688519;0.0;11389.69157086656
vehicle21;265.5274949297527;16.40000000000009;0.0;0.07944061404350172;39.106370482889275;0.1769974688631457;0.0016191692967269446;0.005555536400119655;0.010065652322561916;12.677646525666193;0.0;10918.364651413924
