VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocità media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle707;190.86471973434584;17.0;0.0;0.28334657176714156;104.81153097237684;0.2421346316537908;0.0028299854866859282;0.08477385341090662;0.4164790430344835;33.688381647219956;0.0;10802.33901429165
vehicle708;190.46522112476416;16.40000000000009;0.0;0.1351840823588763;73.59635616522219;0.011562663008252913;0.00012415498967102405;0.014542911308769328;0.4329630233747729;23.65067485109839;0.0;10559.947160660382
vehicle709;0;0;0;0;0;0;0;0;0;0;0;0
vehicle710;203.96426792232074;13.399999999999977;0.0;0.22414327275127946;95.13964345983457;0.06655232299594671;0.00012426441761029776;0.0034120880484812535;0.1886564688474067;30.57389977918247;0.0;9035.16265668886
vehicle711;191.60511190597902;47.39999999999998;22.4;0.3305166693600531;136.28232710002993;0.03099603876067185;0.00029328988772452417;0.024905281761041592;0.7251067321765475;43.79831859735867;0.0;27940.797341596397
vehicle712;203.7867885025126;15.5;0.0;0.0629313335250143;69.45371293492327;0.06068005387040581;0.00016996978683731705;0.003988098819149761;0.1252927934473664;22.320764951967963;0.0;10080.217141015582
vehicle713;191.2417846671599;64.80000000000018;41.6;0.0934747356381669;218.92446665169277;0.1673134188505161;0.0019940550364846927;0.06290963222992639;0.3574088863812286;70.34838819744931;0.0;37607.82661149173
vehicle714;190.87106069966032;12.900000000000091;0.0;0.06510583726590635;89.85870105547615;0.06749815903909596;0.00014715165746420898;0.0037852318390029062;0.17418632809331053;28.877281776735526;0.0;8637.792933768007
vehicle715;263.9373797435567;19.800000000000182;0.0;0.0962212256485138;65.16794138176871;0.05930625030498289;0.000237096833601713;0.005468650092440196;0.1150122343231124;20.944503753020097;0.0;12778.532819030403
vehicle716;264.94241484438044;26.40000000000009;2.7;0.23087604968172337;105.0054486375;0.014483030695046726;0.00046933377932506076;0.05442287822284029;0.5919230146948019;33.73915105884603;0.0;16676.149406882625
vehicle717;204.00729926426948;13.0;0.0;0.17042851223452682;131.00849390861288;0.1516770279452898;0.001597855824784652;0.060167312224398466;0.5349604758092626;42.100412138235676;0.0;8759.695236049405
vehicle718;265.445347956642;19.09999999999991;0.0;0.07475068512303422;74.74489224551516;0.06264199946751521;0.00020606980642911033;0.004974955227257222;0.13697562128432286;24.02150120142262;0.0;12434.25965264195
vehicle719;265.97433405342304;45.40000000000009;22.2;0.08994493930628458;155.86275240012506;0.022953105355989715;0.0007296266963910152;0.07298031553755337;0.8151752397369707;50.07860204146965;0.0;27413.52043208571
vehicle720;204.42682774745415;16.0;0.0;0.44627997967493677;64.57143280712022;1.4815004844979396;0.0081990327399392;0.00656091578827753;0.019525392989255604;20.933695790144903;0.0;10328.255487286733
vehicle721;265.11211018632605;43.69999999999999;18.8;0.7523684355939853;157.18862881871573;0.17361686499355225;0.000534091657546779;0.005215021508305052;0.27920355185401635;50.51870499105756;0.0;26368.59241351383
vehicle722;206.23986885925325;19.200000000000273;0.0;0.09230593664892268;78.66436164764326;0.07979731240764679;0.00017741273353805525;0.003569800844531667;0.13361667180522344;25.280785862621595;0.0;12167.400834364937
vehicle723;188.64146735375516;16.40000000000009;0.0;0.10843105313077524;105.03180505107083;0.10252694280058687;0.00015536303245427687;0.003381942986950158;0.1815926216956883;33.753485426495416;0.0;10823.875284294842
vehicle724;267.09186500231834;68.30000000000018;38.6;0.12292205999551445;182.33805820529537;0.2387785264312844;0.0009051358396205168;0.00577635012129048;0.3048732888323952;58.60549820419517;0.0;40052.15218457028
vehicle725;265.07278378968084;22.40000000000009;0.0;0.09669908249090219;89.15089532387267;0.010880405280060498;0.00036116707275651904;0.04741558051266381;0.5146606806342687;28.64509377310781;0.0;14354.990658715022
vehicle726;264.923919885533;83.40000000000009;59.1;0.1651858995000493;203.48796448838195;0.039551744607737936;0.0011822480251475114;0.09334232906127604;0.9345156249280318;65.3846720727423;0.0;48688.95201827296
vehicle727;265.06903431018;81.70000000000005;59.2;0.2885432445534047;211.19411438786153;0.051422312842791126;0.0005078266292764205;0.039724011510619654;1.0915801997583017;67.87637039128444;0.0;47640.5728748243
vehicle728;190.6688837779721;26.40000000000009;1.1;0.06443799985298852;156.2261881941977;0.37508969383715746;0.004171733876693627;0.11367394899109531;0.5868430547248984;50.21520172325991;0.0;16173.798301495539
vehicle729;265.4383279275585;41.80000000000018;11.6;0.10110705120226486;123.2735056408202;0.005108394396599366;0.0025061928763723228;0.005498389098012072;0.5150767698108233;39.61435740804068;0.0;25152.145136498733
vehicle730;191.1614759736957;13.399999999999864;0.0;0.1595509101323697;84.01151483654215;0.007703458655780947;0.0002781122455755188;0.041850563383916;0.49359568977695184;26.99279241153896;0.0;8908.134459611741
vehicle731;202.7238626787858;14.599999999999909;0.0;0.09476313510054829;59.86969241657699;0.050741549051038844;0.00016860024540193736;0.004106463707934143;0.10911583726600882;19.24096329053226;0.0;9516.871651822734
vehicle732;188.16230839174222;48.09999999999991;27.8;0.06765222092917823;138.71390724796672;0.184351616851823;0.0006576710641537463;0.004313427047040153;0.22903205381717096;44.58386539287715;0.0;28273.07952815147
vehicle733;203.0806536149305;43.0;16.3;0.1545342122967445;128.38870723048186;0.005387224200811387;0.0025287733257637925;0.0037915485774129556;0.5340278001221371;41.25860607753037;0.0;25495.989187118863
vehicle734;264.67435385700225;20.299999999999955;0.0;0.28703413001453715;91.49113959235359;0.012779354243917122;0.0001523787155732752;0.01829679473348221;0.549735698794228;29.401432560812168;0.0;13169.914624119509
vehicle735;191.94130368462635;38.0;10.5;0.08014940183262274;117.11528773266008;0.004911297765392933;0.0022671679666086833;0.004056181399393546;0.47684242532904475;37.63582520524008;0.0;22614.984187708236
vehicle736;264.1040981332327;18.199999999999818;0.0;0.10398465959327123;83.41625632877484;0.0647337747904177;0.00017489641431605403;0.004446389469261421;0.15804710675104378;26.80748325520071;0.0;11971.89487904272
vehicle737;264.72527227506066;21.40000000000009;0.0;0.08592796137753853;103.36943547284775;8.112746497529251;0.13018769956357407;0.012434606180381481;0.294201116877642;33.51009504432376;0.0;13710.922937350108
