VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocità media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle0;266.60432491298013;19.299999999999955;0.0;0.2999627357667017;57.91039689636762;0.6474247788599944;0.0037079591727563026;0.006372308806971285;0.007297260225148108;18.776075139151168;0.0;12704.727009225628
vehicle1;206.26012720619636;51.0;32.8;0.08310203150299868;60.928054300181564;0.22570524618783494;0.00194427024497802;0.0037927467059580807;0.018195243852346304;19.75074325776046;0.0;11775.319717538876
vehicle2;266.776522575268;18.40000000000009;0.0;0.18491983077577426;78.82812387965852;0.011276154777870041;0.002474233428947683;0.016746021065987354;0.3211734648576354;25.33268527804946;0.0;12302.529191702022
vehicle3;264.92012915144954;18.799999999999955;0.0;0.20363699963849996;49.09469060657264;0.007752892611428613;0.0017943434587939415;0.006096424497200821;0.2903087069977453;15.776844460950437;0.0;12266.002822934986
vehicle4;267.3176659759029;15.600000000000023;0.0;0.4406279448572994;36.032471497709565;0.2863063200602614;0.0019555293986282143;0.006344751270692377;0.013514690970939474;11.681328598536055;0.0;10437.637389623791
vehicle5;266.9354765533865;22.199999999999818;0.0;0.08179201274809071;76.87682606942725;0.018869324342784353;0.007229842741505027;0.019980115791637186;0.39881930075612;24.70607361201355;0.0;14379.542075023772
vehicle6;265.3311418798903;29.200000000000045;8.0;0.17234087268150913;81.38099280114653;0.027588409863184837;0.00828014055817251;0.004498074945213773;0.17073403711254537;26.154622623926016;0.0;13839.901108752338
vehicle7;263.2183727911087;18.19999999999999;0.0;1.2033324042889952;51.70560515107794;0.35947110126806314;0.0024158529694336336;0.0066176796403509906;0.01865354937574134;16.762311560100763;0.0;11997.355213403853
vehicle8;266.1401506063045;25.5;0.0;0.25389480052757923;61.68605221897212;0.5251022392297472;0.0030008665237766983;0.005681197648886654;0.008201622476622612;20.000214684903444;0.0;16094.575036751674
vehicle9;265.71526104231884;18.59999999999991;0.0;0.132596558730306;57.93883658185433;0.02153320328142718;0.005940025823740449;0.005408520075702566;0.13425913286570496;18.620113491897335;0.0;12224.24016714244
