VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocita media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle0;1086.8031709471722;171.0;64.0;6.355574099106271;315.7608946446763;0.058387443166790155;0.010251374533876952;0.024526465126478793;1.6517099075767596;101.47465969326899;0.0;6734.134866466482
vehicle1;912.8902740443414;59.0;0.0;15.472716509226125;178.8595364738009;0.04197351489814481;0.017685067225119196;0.056623787903652884;1.0438025941463904;57.48287883545737;0.0;3908.322405791033
vehicle2;750.7015786613076;131.0;60.0;5.730546401994714;332.7172055759191;0.06569824230089744;0.013192895515935351;0.017328899768193802;1.9514819227107745;106.92371770455165;0.0;7873.383532628432
vehicle3;888.0409327609708;227.0;135.0;3.9120745936606642;295.5539950259388;2.5073113398329285;0.1903324767370205;0.027268163644697946;0.4676434373655869;95.8150805813069;0.0;5634.177799032626
vehicle4;1056.8854695489777;94.0;5.0;11.2434624420104;239.3107636883026;0.895697464154068;0.008280238478222606;0.02016493487702471;0.06884929768216835;77.47162526603934;0.0;5987.471062567015
vehicle5;1206.5896355816658;192.0;42.0;6.284321018654509;464.494688627939;0.11201247970517227;0.023553065814910113;0.11092465101860914;1.4420936883236888;149.2778853423396;0.0;11530.199205363619
vehicle6;588.1150834630809;87.0;22.0;6.759943488081389;222.7075075783342;2.169229027683748;0.050585268442799834;0.022017666731110927;0.14223716366781256;72.20352214095888;0.0;5275.187515746825
vehicle7;906.6066848030332;117.0;38.0;7.748775083786609;363.2673974996582;0.10298658406629137;0.03971368988392479;0.09550368219466615;2.041924174525705;116.7434055037873;0.0;7197.197327361658
vehicle8;446.5667852519116;63.0;23.0;7.088361670665264;110.73642289478599;0.45695275398057067;0.003934785947880184;0.0082689228894712;0.030834120017567614;35.896950131685195;0.0;2457.68270017128
vehicle9;922.8854552984343;173.0;82.0;5.3345980075054005;355.2368485918452;0.7833022283193879;0.009744250203358161;0.020178248098760145;0.10486341605152423;115.1666298624088;0.0;10298.243719529033
vehicle10;1078.4092278923201;156.0;54.0;6.912879665976411;337.98160039978484;0.09038933500368335;0.03284769137863969;0.08660297536264479;1.7388695820654458;108.61827795889776;0.0;6399.366066164951
vehicle11;440.0042632549744;76.0;27.0;5.7895297796707155;130.6803816786093;0.04964674969553431;0.013774178856698063;0.00789733468030063;0.24861041574393722;41.9981602997706;0.0;2981.808079368429
vehicle12;1041.9563833373854;220.0;113.0;4.736165378806297;309.061516908458;1.8215872981665036;0.01206295011069175;0.021167501455088642;0.10044657587985653;100.19275179595296;0.0;6577.782393348048
vehicle13;918.7600603937572;222.0;119.0;4.13855883060251;476.6784852160397;0.17338857140944874;0.06644714501520098;0.1261753214490174;2.6634311407786306;153.18481914027103;0.0;13043.507300107563
vehicle14;1081.6502820098635;126.0;34.0;8.584526047697329;334.65575522349525;2.4283835764446478;0.22093333262959275;0.03159270451877484;0.552869359856349;108.4976404108392;0.0;7782.161594925142
