VehicleID;Distanza percorsa (m);Tempo di percorrenza (s);Tempo di attesa (s);Velocita media (m/s);Emissioni di CO2 (g);Emissioni di CO (g);Emissioni di HC (g);Emissioni di PMx (g);Emissioni di NOx (g);Consumo di carburante (g);Consumo elettrico (Wh);Emissione di rumore (dBA)
vehicle3434;1056.1516032130698;139.0;29.0;7.598212972755898;684.1349927699481;1.988661736302268;0.02265623635757186;0.5306097483093916;2.508587942282854;219.8904883832241;0.0;8465.430563256943
vehicle3435;1170.0165298448553;109.0;1.0;10.734096604081241;847.9884250784423;1.077337007518055;0.011996849764101977;0.36962613273577033;3.250360275506091;272.5051084745192;0.0;6935.644020734784
vehicle3436;1861.6853994532398;174.0;11.0;10.699341376168045;609.591559023263;0.6361837302367672;0.0021287463971043016;0.040633535400617316;1.0340822705612158;195.9177750853721;0.0;10946.670475284298
vehicle3437;1378.6537693474204;158.0;27.0;8.725656768021649;536.2345615056503;0.5695218636150484;0.0016755685111968495;0.02515705984281178;0.9271355592541128;172.3384519837037;0.0;9734.921857585654
vehicle3438;1066.7591981325033;74.0;0.0;14.415664839628423;354.1571872695457;0.01091933915550257;0.004582015473422055;0.022292388141935883;1.7443434145550547;113.81444720038226;0.0;4866.851681927101
vehicle3439;902.3376039156876;149.0;54.0;6.055957073259648;492.4046834443133;0.5788841669852239;0.0018355608064275083;0.019307739097079314;0.8279122191238494;158.25634406757908;0.0;8935.61307058437
vehicle3440;2039.5778138278936;152.0;6.0;13.418275090972983;654.2291188308642;15.438827260032207;0.08652784658154498;0.07480725231274747;0.20476184237330888;210.5036638348285;0.0;9857.699697362417
vehicle3441;1222.698610810686;115.0;3.0;10.632161833136399;387.16984193899276;0.07057507268223387;0.0007780778639422596;0.08790002080651244;2.2033812057933613;124.42496787411685;0.0;7234.543415081135
vehicle3442;768.4528278337854;91.0;13.0;8.444536569602038;480.7419014995649;38.35116938902791;2.04581573563964;0.05815484533777099;5.327142987130895;155.8278340968155;0.0;5623.41309811466
vehicle3443;929.5018601373935;89.0;0.0;10.443841125139253;467.72245767822443;0.22897042908015947;0.0030129725681264587;0.2106014545026999;1.062474425703914;150.29693802451948;0.0;5599.388243472303
vehicle3444;1524.3912101822352;182.0;71.0;8.375775880122172;1497.7461002960863;0.681371815879007;0.007659433128742363;0.5304800209083393;3.481193288591871;481.27749214754243;0.0;11346.331571017423
vehicle3445;1229.499198859636;173.0;51.0;7.1069317853158145;531.8182961411202;0.10616301429081883;0.0010775475294090239;0.10627479227021061;2.9432835616753517;170.91161681160506;0.0;10491.408335915243
vehicle3446;1247.1511506717075;193.0;89.0;6.4619230604751685;1210.185976027474;2.994552941016878;0.030416606436920648;0.7748073358834896;4.512160442731227;388.9810694294398;0.0;11708.239432389397
vehicle3447;1061.0147501681313;115.0;10.0;9.226215218853316;485.54261629942516;0.016542573278994395;0.006266718435158926;0.01960158613788177;2.039709481872984;156.04052208486704;0.0;7173.108460311712
